ID,event,dir,audio_volume,visual_type,audio_angle,audio_type,answer,reaction_time,valid
415,25,-1,0,0,0,0,1,1078,True
415,26,1,0,0,30,0,1,1610,True
415,27,-1,0,0,-20,0,0,799,True
415,28,1,0,0,10,0,1,667,True
415,29,-1,0,0,10,0,1,978,True
415,30,1,0,0,-30,0,0,1522,True
415,31,-1,0,0,-5,0,0,776,True
415,32,1,0,0,0,0,0,745,True
415,33,-1,0,0,5,0,1,777,True
415,34,1,0,0,10,0,1,777,True
415,35,-1,0,0,-10,0,0,833,True
415,36,1,0,0,0,0,0,1110,True
415,37,-1,0,0,15,0,1,812,True
415,38,1,0,0,-15,0,0,744,True
415,39,-1,0,0,30,0,1,710,True
415,40,1,0,0,-15,0,0,845,True
415,41,-1,0,0,30,0,1,822,True
415,42,1,0,0,5,0,1,977,True
415,43,-1,0,0,-30,0,0,789,True
415,44,1,0,0,-10,0,0,798,True
415,45,-1,0,0,5,0,0,965,True
415,46,1,0,0,-5,0,0,1344,True
415,47,-1,0,0,-20,0,0,632,True
415,48,1,0,0,-20,0,0,633,True
415,49,-1,0,0,5,0,1,711,True
415,50,1,0,0,-20,0,0,667,True
415,51,-1,0,0,-20,0,0,745,True
415,52,1,0,0,30,0,1,810,True
415,53,-1,0,0,0,0,1,1744,True
415,54,1,0,0,5,0,1,910,True
415,55,-1,0,0,30,0,1,811,True
415,56,1,0,0,-15,0,0,855,True
415,57,-1,0,0,20,0,1,788,True
415,58,1,0,0,15,0,1,810,True
415,59,-1,0,0,-30,0,0,943,True
415,60,1,0,0,20,0,1,710,True
415,61,-1,0,0,-5,0,1,1077,True
415,62,1,0,0,0,0,1,1466,True
415,63,-1,0,0,-5,0,0,645,True
415,64,1,0,0,30,0,1,689,True
415,65,-1,0,0,15,0,1,799,True
415,66,1,0,0,15,0,1,644,True
415,67,-1,0,0,-10,0,0,644,True
415,68,1,0,0,-20,0,0,767,True
415,69,-1,0,0,-15,0,0,777,True
416,4,1,0,0,-20,0,1,765,True
416,5,-1,0,0,15,0,1,799,True
416,6,1,0,0,-15,0,0,1988,True
416,7,-1,0,0,10,0,1,811,True
416,8,1,0,0,-5,0,1,699,True
416,9,-1,0,0,-10,0,0,776,True
416,10,1,0,0,5,0,1,799,True
416,11,-1,0,0,-15,0,0,711,True
416,12,1,0,0,10,0,1,667,True
416,13,-1,0,0,-10,0,0,700,True
416,14,1,0,0,30,0,1,655,True
416,15,-1,0,0,-20,0,0,666,True
416,16,1,0,0,-15,0,0,888,True
416,17,-1,0,0,20,0,1,866,True
416,18,1,0,0,15,0,1,666,True
416,19,-1,0,0,5,0,1,966,True
416,20,1,0,0,5,0,1,744,True
416,21,-1,0,0,-15,0,0,867,True
416,22,1,0,0,0,0,1,877,True
416,23,-1,0,0,-15,0,0,610,True
416,24,1,0,0,0,0,1,589,True
416,25,-1,0,0,0,0,1,965,True
416,26,1,0,0,30,0,1,766,True
416,27,-1,0,0,0,0,1,767,True
416,28,1,0,0,-30,0,0,677,True
416,29,-1,0,0,-10,0,0,643,True
416,30,1,0,0,-30,0,0,655,True
416,31,-1,0,0,-20,0,0,544,True
416,32,1,0,0,10,0,1,744,True
416,33,-1,0,0,30,0,1,667,True
416,34,1,0,0,-20,0,0,821,True
416,35,-1,0,0,10,0,0,867,True
416,36,1,0,0,5,0,1,823,True
416,37,-1,0,0,-5,0,0,744,True
416,38,1,0,0,-20,0,0,823,True
416,39,-1,0,0,5,0,1,821,True
416,40,1,0,0,-15,0,0,866,True
416,41,-1,0,0,5,0,0,689,True
416,42,1,0,0,-10,0,0,888,True
416,43,-1,0,0,20,0,1,1266,True
416,44,1,0,0,-5,0,0,866,True
416,45,-1,0,0,-30,0,0,644,True
416,46,1,0,0,30,0,1,577,True
416,47,-1,0,0,20,0,1,667,True
416,48,1,0,0,15,0,1,656,True
416,49,-1,0,0,-20,0,0,588,True
416,50,1,0,0,20,0,1,566,True
416,51,-1,0,0,-30,0,0,622,True
416,52,1,0,0,0,0,1,612,True
416,53,-1,0,0,-30,0,0,677,True
416,54,1,0,0,15,0,1,612,True
416,55,-1,0,0,30,0,1,644,True
416,56,1,0,0,-10,0,1,600,True
416,57,-1,0,0,10,0,0,689,True
416,58,1,0,0,20,0,1,632,True
416,59,-1,0,0,15,0,1,655,True
416,60,1,0,0,-30,0,0,9884,True
416,61,-1,0,0,15,0,1,899,True
416,62,1,0,0,10,0,1,645,True
416,63,-1,0,0,0,0,0,588,True
416,64,1,0,0,-5,0,0,1132,True
416,65,-1,0,0,-5,0,0,577,True
416,66,1,0,0,20,0,1,877,True
416,67,-1,0,0,-5,0,0,632,True
416,68,1,0,0,-10,0,0,811,True
416,69,-1,0,0,30,0,1,999,True
417,4,1,0,0,-5,0,1,1310,True
417,5,-1,0,0,-10,0,0,989,True
417,6,1,0,0,5,0,1,989,True
417,7,-1,0,0,-15,0,1,1289,True
417,8,1,0,0,-15,0,0,1066,True
417,9,-1,0,0,-20,0,0,755,True
417,10,1,0,0,10,0,1,833,True
417,11,-1,0,0,-5,0,1,2066,True
417,12,1,0,0,30,0,1,844,True
417,13,-1,0,0,5,0,1,977,True
417,14,1,0,0,5,0,1,1044,True
417,15,-1,0,0,20,0,1,999,True
417,16,1,0,0,-5,0,0,1055,True
417,17,-1,0,0,-30,0,0,955,True
417,18,1,0,0,-20,0,0,988,True
417,19,-1,0,0,15,0,1,1133,True
417,20,1,0,0,20,0,1,666,True
417,21,-1,0,0,-15,0,1,1077,True
417,22,1,0,0,-15,0,1,955,True
417,23,-1,0,0,5,0,1,966,True
417,24,1,0,0,0,0,1,1055,True
417,25,-1,0,0,10,0,1,1055,True
417,26,1,0,0,-30,0,0,1156,True
417,27,-1,0,0,0,0,1,967,True
417,28,1,0,0,-20,0,0,1366,True
417,29,-1,0,0,15,0,1,1055,True
417,30,1,0,0,30,0,1,810,True
417,31,-1,0,0,-15,0,0,766,True
417,32,1,0,0,-20,0,0,867,True
417,33,-1,0,0,-30,0,0,689,True
417,34,1,0,0,10,0,1,721,True
417,35,-1,0,0,-5,0,1,1244,True
417,36,1,0,0,-10,0,1,1033,True
417,37,-1,0,0,-10,0,1,977,True
417,38,1,0,0,-10,0,1,766,True
417,39,-1,0,0,30,0,1,889,True
417,40,1,0,0,0,0,1,767,True
417,41,-1,0,0,15,0,1,1134,True
417,42,1,0,0,-30,0,0,1144,True
417,43,-1,0,0,-20,0,0,699,True
417,44,1,0,0,-15,0,1,867,True
417,45,-1,0,0,20,0,1,1277,True
417,46,1,0,0,20,0,1,777,True
417,47,-1,0,0,10,0,1,1211,True
417,48,1,0,0,15,0,1,1310,True
417,49,-1,0,0,-10,0,0,811,True
417,50,1,0,0,30,0,1,1610,True
417,51,-1,0,0,10,0,1,1121,True
417,52,1,0,0,-10,0,1,744,True
417,53,-1,0,0,0,0,1,977,True
417,54,1,0,0,-5,0,1,877,True
417,55,-1,0,0,0,0,1,955,True
417,56,1,0,0,10,0,1,755,True
417,57,-1,0,0,-5,0,1,1044,True
417,58,1,0,0,20,0,1,810,True
417,59,-1,0,0,30,0,1,855,True
417,60,1,0,0,0,0,1,888,True
417,61,-1,0,0,-20,0,0,1000,True
417,62,1,0,0,-30,0,0,1045,True
417,63,-1,0,0,30,0,1,1077,True
417,64,1,0,0,15,0,1,800,True
417,65,-1,0,0,20,0,1,1110,True
417,66,1,0,0,5,0,1,988,True
417,67,-1,0,0,-30,0,0,523,True
417,68,1,0,0,15,0,1,889,True
417,69,-1,0,0,5,0,1,921,True
418,4,1,0,0,15,0,1,1533,True
418,5,-1,0,0,30,0,1,2499,True
418,6,1,0,0,-10,0,1,2043,True
418,7,-1,0,0,20,0,1,3021,True
418,8,1,0,0,5,0,1,1755,True
418,9,-1,0,0,-30,0,0,1266,True
418,10,1,0,0,-15,0,0,1310,True
418,11,-1,0,0,5,0,1,1710,True
418,12,1,0,0,20,0,1,2544,True
418,13,-1,0,0,-15,0,0,1343,True
418,14,1,0,0,0,0,1,2576,True
418,15,-1,0,0,-20,0,0,2644,True
418,16,1,0,0,-30,0,0,1245,True
418,17,-1,0,0,-15,0,0,1211,True
418,18,1,0,0,-5,0,1,1644,True
418,19,-1,0,0,10,0,1,1122,True
418,20,1,0,0,-5,0,0,1256,True
418,21,-1,0,0,0,0,0,1055,True
418,22,1,0,0,0,0,1,2399,True
418,23,-1,0,0,-10,0,0,1765,True
418,24,1,0,0,-15,0,0,1266,True
418,25,-1,0,0,15,0,1,1055,True
418,26,1,0,0,5,0,1,1454,True
418,27,-1,0,0,20,0,1,2109,True
418,28,1,0,0,-10,0,0,1111,True
418,29,-1,0,0,30,0,1,988,True
418,30,1,0,0,30,0,1,2054,True
418,31,-1,0,0,-20,0,0,1010,True
418,32,1,0,0,-30,0,0,1177,True
418,33,-1,0,0,-15,0,0,1154,True
418,34,1,0,0,10,0,1,2110,True
418,35,-1,0,0,15,0,1,1743,True
418,36,1,0,0,-20,0,0,1132,True
418,37,-1,0,0,5,0,1,2466,True
418,38,1,0,0,15,0,1,2566,True
418,39,-1,0,0,0,0,0,1200,True
418,40,1,0,0,15,0,1,2555,True
418,41,-1,0,0,5,0,0,1022,True
418,42,1,0,0,20,0,1,1355,True
418,43,-1,0,0,-10,0,0,945,True
418,44,1,0,0,-20,0,0,2743,True
418,45,-1,0,0,30,0,1,1077,True
418,46,1,0,0,30,0,1,2233,True
418,47,-1,0,0,-5,0,0,1311,True
418,48,1,0,0,10,0,1,2910,True
418,49,-1,0,0,-10,0,0,2033,True
418,50,1,0,0,-5,0,0,899,True
418,51,-1,0,0,-30,0,0,844,True
418,52,1,0,0,0,0,1,13905,True
418,53,-1,0,0,-30,0,0,1400,True
418,54,1,0,0,-20,0,0,999,True
418,55,-1,0,0,10,0,1,1134,True
418,56,1,0,0,-30,0,0,1021,True
418,57,-1,0,0,20,0,1,2155,True
418,58,1,0,0,20,0,1,1366,True
418,59,-1,0,0,0,0,1,822,True
418,60,1,0,0,-15,0,0,1088,True
418,61,-1,0,0,-5,0,0,2232,True
418,62,1,0,0,10,0,1,2000,True
418,63,-1,0,0,-5,0,0,1366,True
418,64,1,0,0,30,0,1,1188,True
418,65,-1,0,0,-20,0,0,1177,True
418,66,1,0,0,5,0,1,2154,True
418,67,-1,0,0,15,0,1,1044,True
418,68,1,0,0,-10,0,1,2144,True
418,69,-1,0,0,10,0,1,1055,True
419,4,1,0,0,20,0,1,678,True
419,5,-1,0,0,5,0,1,799,True
419,6,1,0,0,10,0,1,877,True
419,7,-1,0,0,10,0,1,777,True
419,8,1,0,0,5,0,1,877,True
419,9,-1,0,0,0,0,1,610,True
419,10,1,0,0,-5,0,1,733,True
419,11,-1,0,0,-20,0,0,1855,True
419,12,1,0,0,-10,0,1,754,True
419,13,-1,0,0,-15,0,0,834,True
419,14,1,0,0,-10,0,1,667,True
419,15,-1,0,0,0,0,1,711,True
419,16,1,0,0,-10,0,1,689,True
419,17,-1,0,0,20,0,1,610,True
419,18,1,0,0,-30,0,0,1454,True
419,19,-1,0,0,-30,0,0,1577,True
419,20,1,0,0,-30,0,0,966,True
419,21,-1,0,0,-5,0,1,656,True
419,22,1,0,0,5,0,1,688,True
419,23,-1,0,0,-30,0,0,832,True
419,24,1,0,0,30,0,1,689,True
419,25,-1,0,0,0,0,1,778,True
419,26,1,0,0,0,0,1,565,True
419,27,-1,0,0,30,0,1,733,True
419,28,1,0,0,-15,0,0,554,True
419,29,-1,0,0,30,0,1,633,True
419,30,1,0,0,-5,0,1,555,True
419,31,-1,0,0,-5,0,0,666,True
419,32,1,0,0,30,0,1,655,True
419,33,-1,0,0,-30,0,0,854,True
419,34,1,0,0,-5,0,1,600,True
419,35,-1,0,0,15,0,1,1377,True
419,36,1,0,0,0,0,1,955,True
419,37,-1,0,0,-20,0,0,666,True
419,38,1,0,0,20,0,1,700,True
419,39,-1,0,0,15,0,1,722,True
419,40,1,0,0,20,0,1,866,True
419,41,-1,0,0,-15,0,0,655,True
419,42,1,0,0,10,0,1,621,True
419,43,-1,0,0,-15,0,0,655,True
419,44,1,0,0,-15,0,0,744,True
419,45,-1,0,0,10,0,1,845,True
419,46,1,0,0,-30,0,0,988,True
419,47,-1,0,0,-10,0,0,621,True
419,48,1,0,0,0,0,1,611,True
419,49,-1,0,0,10,0,1,602,True
419,50,1,0,0,-20,0,0,911,True
419,51,-1,0,0,5,0,1,623,True
419,52,1,0,0,15,0,1,811,True
419,53,-1,0,0,-5,0,0,578,True
419,54,1,0,0,10,0,1,677,True
419,55,-1,0,0,15,0,1,555,True
419,56,1,0,0,30,0,1,899,True
419,57,-1,0,0,-10,0,0,578,True
419,58,1,0,0,15,0,1,1610,True
419,59,-1,0,0,20,0,1,866,True
419,60,1,0,0,15,0,1,645,True
419,61,-1,0,0,30,0,1,555,True
419,62,1,0,0,-20,0,0,2044,True
419,63,-1,0,0,-20,0,0,666,True
419,64,1,0,0,5,0,1,599,True
419,65,-1,0,0,-10,0,0,866,True
419,66,1,0,0,-15,0,0,1822,True
419,67,-1,0,0,20,0,1,988,True
419,68,1,0,0,-20,0,0,611,True
419,69,-1,0,0,5,0,1,523,True
420,4,1,0,0,0,0,0,1022,True
420,5,-1,0,0,-20,0,0,2743,True
420,6,1,0,0,10,0,1,8453,True
420,7,-1,0,0,-20,0,0,1255,True
420,8,1,0,0,30,0,1,4009,True
420,9,-1,0,0,30,0,1,1032,True
420,10,1,0,0,30,0,1,1288,True
420,11,-1,0,0,-30,0,0,1154,True
420,12,1,0,0,-15,0,0,1099,True
420,13,-1,0,0,0,0,0,1466,True
420,14,1,0,0,-30,0,0,1410,True
420,15,-1,0,0,30,0,1,1022,True
420,16,1,0,0,-5,0,0,2988,True
420,17,-1,0,0,10,0,1,1145,True
420,18,1,0,0,-15,0,0,1387,True
420,19,-1,0,0,15,0,1,1155,True
420,20,1,0,0,-20,0,0,1400,True
420,21,-1,0,0,-30,0,0,1122,True
420,22,1,0,0,10,0,0,2011,True
420,23,-1,0,0,-20,0,0,1254,True
420,24,1,0,0,-10,0,0,1278,True
420,25,-1,0,0,30,0,1,911,True
420,26,1,0,0,-20,0,0,1277,True
420,27,-1,0,0,15,0,1,1155,True
420,28,1,0,0,10,0,1,1611,True
420,29,-1,0,0,-10,0,0,1277,True
420,30,1,0,0,20,0,1,1493,True
420,31,-1,0,0,-15,0,0,1222,True
420,32,1,0,0,5,0,1,1410,True
420,33,-1,0,0,-15,0,0,1466,True
420,34,1,0,0,-10,0,0,999,True
420,35,-1,0,0,20,0,1,1488,True
420,36,1,0,0,-5,0,0,1443,True
420,37,-1,0,0,5,0,1,1322,True
420,38,1,0,0,15,0,1,1277,True
420,39,-1,0,0,10,0,0,2510,True
420,40,1,0,0,30,0,1,1188,True
420,41,-1,0,0,-5,0,0,1055,True
420,42,1,0,0,-15,0,0,900,True
420,43,-1,0,0,20,0,1,1199,True
420,44,1,0,0,-20,0,0,1277,True
420,45,-1,0,0,-15,0,0,844,True
420,46,1,0,0,15,0,1,933,True
420,47,-1,0,0,-30,0,0,910,True
420,48,1,0,0,0,0,0,1145,True
420,49,-1,0,0,-5,0,0,866,True
420,50,1,0,0,-5,0,0,1832,True
420,51,-1,0,0,10,0,0,922,True
420,52,1,0,0,-30,0,0,890,True
420,53,-1,0,0,0,0,0,1176,True
420,54,1,0,0,5,0,1,2177,True
420,55,-1,0,0,-5,0,0,1200,True
420,56,1,0,0,5,0,1,1444,True
420,57,-1,0,0,20,0,1,1300,True
420,58,1,0,0,0,0,0,1677,True
420,59,-1,0,0,5,0,0,1111,True
420,60,1,0,0,-10,0,0,1311,True
420,61,-1,0,0,15,0,1,977,True
420,62,1,0,0,20,0,1,1244,True
420,63,-1,0,0,5,0,0,911,True
420,64,1,0,0,20,0,1,977,True
420,65,-1,0,0,-10,0,0,922,True
420,66,1,0,0,15,0,1,955,True
420,67,-1,0,0,-10,0,0,721,True
420,68,1,0,0,-30,0,0,855,True
420,69,-1,0,0,0,0,0,932,True
421,4,1,0,0,-20,0,0,1233,True
421,5,-1,0,0,-10,0,1,645,True
421,6,1,0,0,10,0,1,466,True
421,7,-1,0,0,-30,0,0,521,True
421,8,1,0,0,10,0,1,1910,True
421,9,-1,0,0,-15,0,0,610,True
421,10,1,0,0,5,0,1,557,True
421,11,-1,0,0,-5,0,0,733,True
421,12,1,0,0,30,0,1,431,True
421,13,-1,0,0,30,0,1,477,True
421,14,1,0,0,-15,0,1,589,True
421,15,-1,0,0,0,0,1,490,True
421,16,1,0,0,-20,0,0,511,True
421,17,-1,0,0,10,0,1,589,True
421,18,1,0,0,0,0,1,677,True
421,19,-1,0,0,15,0,1,589,True
421,20,1,0,0,5,0,1,856,True
421,21,-1,0,0,-5,0,0,933,True
421,22,1,0,0,30,0,1,521,True
421,23,-1,0,0,10,0,1,888,True
421,24,1,0,0,-15,0,0,489,True
421,25,-1,0,0,-15,0,0,467,True
421,26,1,0,0,10,0,1,511,True
421,27,-1,0,0,15,0,1,522,True
421,28,1,0,0,-10,0,0,478,True
421,29,-1,0,0,-20,0,0,422,True
421,30,1,0,0,20,0,1,3576,True
421,31,-1,0,0,-5,0,0,556,True
421,32,1,0,0,-30,0,0,368,True
421,33,-1,0,0,20,0,1,400,True
421,34,1,0,0,15,0,1,400,True
421,35,-1,0,0,10,0,1,578,True
421,36,1,0,0,-5,0,0,967,True
421,37,-1,0,0,-30,0,0,400,True
421,38,1,0,0,-10,0,0,399,True
421,39,-1,0,0,-20,0,0,488,True
421,40,1,0,0,15,0,1,1066,True
421,41,-1,0,0,-10,0,0,899,True
421,42,1,0,0,-30,0,0,477,True
421,43,-1,0,0,5,0,1,399,True
421,44,1,0,0,-10,0,0,844,True
421,45,-1,0,0,5,0,1,544,True
421,46,1,0,0,5,0,1,444,True
421,47,-1,0,0,15,0,1,378,True
421,48,1,0,0,20,0,1,422,True
421,49,-1,0,0,-10,0,0,545,True
421,50,1,0,0,30,0,1,467,True
421,51,-1,0,0,0,0,0,388,True
421,52,1,0,0,-15,0,0,488,True
421,53,-1,0,0,30,0,1,411,True
421,54,1,0,0,0,0,1,378,True
421,55,-1,0,0,-15,0,0,400,True
421,56,1,0,0,-30,0,0,488,True
421,57,-1,0,0,20,0,1,432,True
421,58,1,0,0,0,0,1,389,True
421,59,-1,0,0,30,0,1,522,True
421,60,1,0,0,15,0,1,378,True
421,61,-1,0,0,5,0,1,389,True
421,62,1,0,0,-5,0,0,409,True
421,63,-1,0,0,20,0,1,456,True
421,64,1,0,0,-20,0,0,434,True
421,65,-1,0,0,-30,0,0,811,True
421,66,1,0,0,20,0,1,366,True
421,67,-1,0,0,0,0,0,366,True
421,68,1,0,0,-5,0,0,357,True
421,69,-1,0,0,-20,0,0,455,True
